Fwy	District	County	City	CA PM	Abs PM	Length	ID	Name	Lanes	Type	Sensor Type	HOV	MS ID	IRM
SR1-S	5	Santa Cruz	Santa Cruz	16.72	368.018	.401	500014133	BEGIN HWY 17 NB AND HWY 1 NB SEP	2	Mainline	radars	No	1	
SR1-S	5	Santa Cruz	Santa Cruz	16.721	368.019		500014134	BEGIN HWY 17 NB AND HWY 1 NB SEP	2	On Ramp		No	1	
SR1-S	5	Santa Cruz	Santa Cruz	17.1315	368.429	.205	500014142	BEGIN HWY 17 NB AND HWY 1 SB SEP	2	Mainline	radars	No	1	
SR1-S	5	Santa Cruz	Santa Cruz	17.131	368.429	2.5	500014141	BEGIN HWY 17 NB AND HWY 1 SB SEP	1	Mainline		No	1	
SR1-S	4	San Francisco	San Francisco	6.29	443.345	3.355	416145	oppo 500' N of Lake St	2	Mainline	radars	No	DT150	U2-S-34-001-00629
SR2-E	7	Los Angeles	Los Angeles	14.95	7.512		767529	SB 5 TO EB/NB 2	2	Fwy-Fwy	loops	No	4815	
SR2-E	7	Los Angeles	Los Angeles	15	7.562		767483	NB 5 TO EB/NB 2 #1	2	Fwy-Fwy	loops	No	4456	
SR2-E	7	Los Angeles	Los Angeles	15	7.562		767482	NEWELL ST	1	On Ramp	loops	No	4456	
SR2-E	7	Los Angeles	Los Angeles	15.2	7.762	2.65	767494	E/O ROUTE 5	3	Mainline	loops	No	2458	
SR2-E	7	Los Angeles	Los Angeles	15.2	7.762		767496	NB 5 TO EB/NB 2 #2	2	Fwy-Fwy	loops	No	2458	
SR2-E	7	Los Angeles	Los Angeles	15.5	8.062		767510	FLETCHER DR	1	On Ramp	loops	No	4457	
SR2-E	7	Los Angeles	Los Angeles	15.5	8.062	.45	767509	FLETCHER DR	4	Mainline	loops	No	4457	
SR2-E	7	Los Angeles	Los Angeles	16.1	8.662	.45	767523	SAN FERNANDO RD	4	Mainline	loops	No	4458	
SR2-E	7	Los Angeles	Los Angeles	16.1	8.662		767524	SAN FERNANDO RD	1	On Ramp	loops	No	4458	
SR2-E	7	Los Angeles	Los Angeles	16.1	8.662		767525	SAN FERNANDO RD	2	Off Ramp	loops	No	4458	
SR2-E	7	Los Angeles	Los Angeles	16.4	8.962	.45	767541	34TH AVE	4	Mainline	loops	No	2479	
SR2-E	7	Los Angeles	Los Angeles	R17	9.562		767556	EAGLE ROCK BLVD	1	Off Ramp	loops	No	4459	
SR2-E	7	Los Angeles	Los Angeles	R17	9.562	.55	767554	EAGLE ROCK BLVD	4	Mainline	loops	No	4459	
SR2-E	7	Los Angeles	Los Angeles	R17	9.562		767555	EAGLE ROCK BLVD	1	On Ramp	loops	No	4459	
SR2-E	7	Los Angeles	Los Angeles	R17.5	10.062		767574	YORK BLVD / DELEVAN	1	On Ramp	loops	No	4460	
SR2-E	7	Los Angeles	Los Angeles	R17.5	10.062	.5	767572	YORK BLVD / DELEVAN	5	Mainline	loops	No	4460	
SR2-E	7	Los Angeles	Los Angeles	R18	10.562	.65	767620	N/O YORK BLVD	4	Mainline	loops	No	2606	
SR2-E	7	Los Angeles	Los Angeles	R18.237	10.799		767442	COLORADO BLVD	1	Off Ramp	loops	No	4467	
SR2-E	7	Los Angeles	Los Angeles	R18.237	10.799		767441	EB/NB 2 TO EB 134	2	Fwy-Fwy	loops	No	4467	
SR2-E	7	Los Angeles	Los Angeles	R18.8	11.362		767457	EB/NB 2 TO WB 134	1	Fwy-Fwy	loops	No	2460	
SR2-E	7	Los Angeles	Los Angeles	R18.8	11.362	.45	767455	CONN ROUTE 134 EB	4	Mainline	loops	No	2460	
SR2-E	7	Los Angeles	Los Angeles	R18.9	11.462		768203	HOLLY DR	1	On Ramp	loops	No	4461	
SR2-E	7	Los Angeles	Los Angeles	R18.9	11.462		768204	HOLLY DR	2	Off Ramp	loops	No	4461	
SR2-E	7	Los Angeles	Los Angeles	R18.9	11.462		768205	EB 134 TO EB/NB 2	2	Fwy-Fwy	loops	No	4461	
SR2-E	7	Los Angeles	Los Angeles	R18.9	11.462	.335	768202	HOLLY DR	4	Mainline	loops	No	4461	
SR2-E	7	Los Angeles	Los Angeles	R18.91	11.472		768206	WB 134 TO EB/NB 2	1	Fwy-Fwy	loops	No	4461	
SR2-E	7	Los Angeles	Los Angeles	R19.47	12.032	.65	767470	N/O CHEVY CHASE DR	6	Mainline	loops	No	2703	
SR2-E	7	Los Angeles	Glendale	R20.2	12.762	.665	767585	MOUNTAIN ST	5	Mainline	loops	No	4463	
SR2-E	7	Los Angeles	Glendale	R20.2	12.762		767586	MOUNTAIN ST	1	On Ramp	loops	No	4463	
SR2-E	7	Los Angeles	Glendale	R20.8	13.362	.65	767597	N/O MOUNTAIN	5	Mainline	loops	No	2607	
SR2-E	7	Los Angeles	Glendale	R21.5	14.062	.913	767609	FERN LANE	5	Mainline	loops	No	2473	
SR2-E	7	Los Angeles	Glendale	R22.626	15.188	3.063	768238	VERDUGO BLVD	2	Mainline	loops	No	4472	
SR2-E	7	Los Angeles	Glendale	R22.626	15.188		768246	VERDUGO BLVD	2	Off Ramp	loops	No	4472	
SR2-E	7	Los Angeles	Glendale	R22.626	15.188		768235	EB/NB 2 TO WB 210	3	Fwy-Fwy	loops	No	4472	
SR2-E	7	Los Angeles	Glendale	R22.636	15.198		768242	EB/NB 2 TO EB 210	2	Fwy-Fwy	loops	No	4472	
SR2-W	7	Los Angeles	Los Angeles	14.94	7.502		718060	SB 5 TO WB/SB 2	2	Fwy-Fwy	loops	No	4815	
SR2-W	7	Los Angeles	Los Angeles	14.95	7.512		718059	RIVERSIDE DR	1	On Ramp	loops	No	4815	
SR2-W	7	Los Angeles	Los Angeles	14.96	7.522		767530	WB/SB 2 TO NB 5	1	Fwy-Fwy	loops	No	4815	
SR2-W	7	Los Angeles	Los Angeles	15.2	7.762	2.863	767495	E/O ROUTE 5	3	Mainline	loops	No	2458	
SR2-W	7	Los Angeles	Los Angeles	15.2	7.762		767497	NB 5 TO WB/SB 2	1	Fwy-Fwy	loops	No	2458	
SR2-W	7	Los Angeles	Los Angeles	15.5	8.062		767511	FLETCHER DR	2	Off Ramp	loops	No	4457	
SR2-W	7	Los Angeles	Los Angeles	15.925	8.487	.599	718064	SAN FERNANDO RD	4	Mainline	loops	No	4465	
SR2-W	7	Los Angeles	Los Angeles	15.925	8.487		718062	SAN FERNANDO RD	1	On Ramp	loops	No	4465	
SR2-W	7	Los Angeles	Los Angeles	15.925	8.487		767687	SAN FERNANDO RD	2	Off Ramp	loops	No	4465	
SR2-W	7	Los Angeles	Los Angeles	16.4	8.962	.561	767542	34TH AVE	4	Mainline	loops	No	2479	
SR2-W	7	Los Angeles	Los Angeles	R17.048	9.61		759486	VERDUGO RD	2	Off Ramp	loops	No	4466	
SR2-W	7	Los Angeles	Los Angeles	R17.048	9.61	.55	718066	VERDUGO RD	4	Mainline	loops	No	4466	
SR2-W	7	Los Angeles	Los Angeles	R17.048	9.61		759487	VERDUGO RD	1	On Ramp	loops	No	4466	
SR2-W	7	Los Angeles	Los Angeles	R17.5	10.062	.476	767573	YORK BLVD / DELEVAN	4	Mainline	loops	No	4460	
SR2-W	7	Los Angeles	Los Angeles	R17.5	10.062		767575	YORK BLVD / DELEVAN	1	Off Ramp	loops	No	4460	
SR2-W	7	Los Angeles	Los Angeles	R18	10.562	.368	767621	N/O YORK BLVD	4	Mainline	loops	No	2606	
SR2-W	7	Los Angeles	Los Angeles	R18.237	10.799	.4	762329	COLORADO BLVD	4	Mainline	loops	No	4467	
SR2-W	7	Los Angeles	Los Angeles	R18.237	10.799		718067	COLORADO BLVD	1	On Ramp	loops	No	4467	
SR2-W	7	Los Angeles	Los Angeles	R18.24	10.802		767769	WB 134 TO WB/SB 2	2	Fwy-Fwy	loops	No	4467	
SR2-W	7	Los Angeles	Los Angeles	R18.8	11.362	.339	767454	CONN ROUTE 134 EB	4	Mainline	loops	No	2460	
SR2-W	7	Los Angeles	Los Angeles	R18.8	11.362		767456	EB 134 TO WB/SB 2	1	Fwy-Fwy	loops	No	2460	
SR2-W	7	Los Angeles	Los Angeles	R18.916	11.478	.335	718072	HOLLY DR	4	Mainline	loops	No	4470	
SR2-W	7	Los Angeles	Los Angeles	R18.916	11.478		718070	HOLLY DR	1	On Ramp	loops	No	4470	
SR2-W	7	Los Angeles	Los Angeles	R19.167	11.729		718071	HOLLY DR	2	Off Ramp	loops	No	4470	
SR2-W	7	Los Angeles	Los Angeles	R19.47	12.032	.458	767471	N/O CHEVY CHASE DR	6	Mainline	loops	No	2703	
SR2-W	7	Los Angeles	Glendale	R19.83	12.392		718075	MOUNTAIN ST	2	Off Ramp	loops	No	4471	
SR2-W	7	Los Angeles	Glendale	R19.831	12.393		718074	MOUNTAIN ST	1	On Ramp	loops	No	4471	
SR2-W	7	Los Angeles	Glendale	R19.831	12.393	.665	718076	MOUNTAIN ST	4	Mainline	loops	No	4471	
SR2-W	7	Los Angeles	Glendale	R20.8	13.362	.834	767598	N/O MOUNTAIN	4	Mainline	loops	No	2607	
SR2-W	7	Los Angeles	Glendale	R21.5	14.062	.913	767610	FERN LANE	4	Mainline	loops	No	2473	
SR2-W	7	Los Angeles	Glendale	R22.17	14.732		718079	WB 210 TO WB/SB 2	2	Fwy-Fwy	loops	No	4472	
SR2-W	7	Los Angeles	Glendale	R22.17	14.732		718078	VERDUGO BLVD	1	On Ramp	loops	No	4472	
SR2-W	7	Los Angeles	Glendale	R22.626	15.188	3.063	768230	VERDUGO BLVD	1	Mainline	loops	No	4472	
SR2-W	7	Los Angeles	Glendale	R22.626	15.188		768231	EB 210 TO WB/SB 2	3	Fwy-Fwy	loops	No	4472	
SR4-E	4	Contra Costa		R4.9	5.199	2.6	404356	4A5354 LOC 5. Crockett Ave	2	Mainline	magnetometers	No	DS230	N2-E-28-004-00490
SR4-E	4	Contra Costa		R5.1	5.399	.55	402518	4A5354 loc 6	2	Mainline	magnetometers	No	DS229	N2-E-28-004-00510
SR4-E	4	Contra Costa		R6	6.299	.95	402516	4A5354 loc 7	2	Mainline	magnetometers	No	DS228	N2-E-28-004-00600
SR4-E	4	Contra Costa		R7	7.299	.75	402214	4A5354 loc 8	2	Mainline	magnetometers	No	DS227	N2-E-28-004-00700
SR4-E	4	Contra Costa		R7.5	7.799	.505	402212	4A5354 loc 9	2	Mainline	magnetometers	No	DS226	N2-E-28-004-00750
SR4-E	4	Contra Costa		R8.01	8.309	.5	402210	4A5354 loc 10	2	Mainline	magnetometers	No	DS225	N2-E-28-004-00801
SR4-E	4	Contra Costa		R8.5	8.799	.33	402835	Alhambra Ave	2	Mainline	loops	No	DT689	L2-E-28-004-00850
SR4-E	4	Contra Costa	Martinez	8.66	8.959		414293	Alhambra ave on	2	On Ramp	loops	No	DT0E0	a2-E-28-004-00866
SR4-E	4	Contra Costa	Martinez	8.67	8.969	.28	414294	Alhambra ave rm-e-diag	2	Mainline	loops	No	DT0E0	L2-E-28-004-00867
SR4-E	4	Contra Costa	Martinez	9.04	9.339		414026	Center Ave off	1	Off Ramp	loops	No	DT0E2	z1-E-28-004-00904
SR4-E	4	Contra Costa	Martinez	9.06	9.359	.34	414295	oppo Pine St/Center Ave	3	Mainline	loops	No	DT0E1	L3-E-28-004-00906
SR4-E	4	Contra Costa	Martinez	9.35	9.649	.255	414025	Center Ave rm-e-diag	3	Mainline	loops	No	DT0E2	L3-E-28-004-00935
SR4-E	4	Contra Costa	Martinez	9.35	9.649		414027	Center Ave on	2	On Ramp	loops	No	DT0E2	a2-E-28-004-00935
SR4-E	4	Contra Costa	Martinez	R9.57	9.869	.3	402512	1200' E of Pine St	3	Mainline	magnetometers	No	DS222	N3-E-28-004-00957
SR4-E	4	Contra Costa	Martinez	R9.95	10.249	.45	402510	W of Morello Ave	3	Mainline	magnetometers	No	DS221	N3-E-28-004-00995
SR4-E	4	Contra Costa	Martinez	10.26	10.559		414030	Morello Ave off	1	Off Ramp	loops	No	DT0E4	z1-E-28-004-01026
SR4-E	4	Contra Costa	Martinez	10.47	10.769		414029	Morello Ave on	2	On Ramp	loops	No	DT0E4	a2-E-28-004-01047
SR4-E	4	Contra Costa	Martinez	10.47	10.769	.415	414028	Morello Ave rm-e-diag	3	Mainline	loops	No	DT0E4	L3-E-28-004-01047
SR4-E	4	Contra Costa	Martinez	10.78	11.079	.325	414031	E of Morello Ave	3	Mainline	loops	No	DT0E5	L3-E-28-004-01078
SR4-E	4	Contra Costa	Martinez	R11.12	11.419	.45	402837	Milano Way OC	3	Mainline	loops	No	DT690	L3-E-28-004-01112
SR4-E	4	Contra Costa	Martinez	R11.68	11.979	.315	401952	Pacheco Blvd off-e-diag	2	Mainline	loops	No	DT691	L2-E-28-004-R1168
SR4-E	4	Contra Costa	Martinez	12.31	12.018		414034	Pacheco Blvd off	2	Off Ramp	loops	No	DT0E7	z2-E-28-004-01231
SR4-E	4	Contra Costa	Martinez	12.34	12.048	.254	414032	Pacheco Blvd rm-e-diag	2	Mainline	loops	No	DT0E7	L2-E-28-004-01234
SR4-E	4	Contra Costa	Martinez	12.35	12.058		414033	Pacheco Blvd on	2	On Ramp	loops	No	DT0E7	a2-E-28-004-01235
SR4-E	4	Contra Costa		12.78	12.488		405047	NB 680 on diag	1	On Ramp	loops	No	DT746	a1-E-28-004-01278
SR4-E	4	Contra Costa		12.78	12.488	.733	405046	NB 680 rm-e-diag	2	Mainline	loops	No	DT746	L2-E-28-004-01278
SR4-E	4	Contra Costa		13.78	13.514	.603	405270	Solano Wy rm-e-diag	2	Mainline	loops	No	DT161	L2-E-28-004-01378
SR4-E	4	Contra Costa		13.78	13.514		410717	Solano Wy on	2	On Ramp	loops	No	DT161	a2-E-28-004-01378
SR4-E	4	Contra Costa		13.96	13.694	.76	402207	W of SR-242	4	Mainline	magnetometers	No	DS215	N4-E-28-004-01396
SR4-E	4	Contra Costa	Concord	15.29	15.024		421508	Port Chicago Hwy off diag	1	Off Ramp	loops	No	DT795	z1-E-28-004-01529
SR4-E	4	Contra Costa	Concord	15.3	15.034	.88	414480	oppo SB 242 conn	5	Mainline	loops	No	DT164	L5-E-28-004-01530
SR4-E	4	Contra Costa	Concord	R15.3	15.034		427931	Port Chicago Hwy on coll	1	On Ramp	loops	No	DT164	a1-E-28-004-R1530
SR4-E	4	Contra Costa	Concord	15.31	15.044		414479	Port Chicago Hwy off diag	1	Off Ramp	loops	No	DT164	z1-E-28-004-01531
SR4-E	4	Contra Costa	Concord	15.34	15.074		419158	Port Chicago Hwy on	2	On Ramp	loops	No	DT795	a2-E-28-004-01534
SR4-E	4	Contra Costa	Concord	15.35	15.084		414478	Port Chicago Hwy on loop	1	On Ramp	loops	No	DT164	a1-E-28-004-01535
SR4-E	4	Contra Costa	Concord	15.51	15.244		419159	Port Chicago Hwy off loop	1	Off Ramp	loops	No	DT795	z1-E-28-004-01551
SR4-E	4	Contra Costa	Concord	15.72	15.454	.4	400615	Port Chicago Hwy rm-e-coll	4	Mainline	loops	No	DT795	L4-E-28-004-01572
SR4-E	4	Contra Costa	Concord	R16.1	15.834	.525	402205	4A5354 loc 23	4	Mainline	magnetometers	No	DS214	N4-E-28-004-01610
SR4-E	4	Contra Costa	Concord	16.77	16.504	.455	401568	oppo Willow Pass Rd (Concord)	4	Mainline	loops	No	DT863	L4-E-28-004-01677
SR4-E	4	Contra Costa		17.01	16.744	.36	400049	Willow Pass Rd rm-e-diag	4	Mainline	loops	No	DT864	L4-E-28-004-01701
SR4-E	4	Contra Costa		17.01	16.744		418869	Willow Pass Rd on	2	On Ramp	loops	No	DT864	a2-E-28-004-01701
SR4-E	4	Contra Costa		17.16	16.894		418870	Willow Pass Rd off	1	Off Ramp	loops	No	DT864	z1-E-28-004-01716
SR4-E	4	Contra Costa		17.49	17.224	.42	406056	3500' E of Willow Pass Rd	5	Mainline	loops	No	DT422	L5-E-28-004-01749
SR4-E	4	Contra Costa		17.85	17.584	.39	407233	5400' E of Willow Pass Rd	5	Mainline	loops	No	DT423	L5-E-28-004-01785
SR4-E	4	Contra Costa		18.27	18.004	.355	406057	Baypoint/San Marco Blvd	5	Mainline	loops	No	DT424	L5-E-28-004-01827
SR4-E	4	Contra Costa		R18.56	18.294		406635	Willow Pass Rd off (Bay Point)	1	Off Ramp	loops	No	DT865	z1-E-28-004-R1856
SR4-E	4	Contra Costa		R18.56	18.294	.21	405269	Willow Pass Rd (Bay Point)	4	Mainline	loops	No	DT865	L4-E-28-004-R1856
SR4-E	4	Contra Costa		R18.69	18.424	.19	400764	Willow Pass Rd (Bay Point	4	Mainline	loops	No	DT867	L4-E-28-004-R1869
SR4-E	4	Contra Costa		R18.7	18.434		406636	Willow Pass Rd on loop	1	On Ramp	loops	No	DT867	a1-E-28-004-R1870
SR4-E	4	Contra Costa		R18.94	18.674	.505	400270	Willow Pass Rd (Bay Point)	4	Mainline	loops	No	DT878	L4-E-28-004-R1894
SR4-E	4	Contra Costa		18.96	18.694		405271	Willow Pass Rd (Bay Point)	1	On Ramp	loops	No	DT878	a1-E-28-004-R1894
SR4-E	4	Contra Costa		R19.7	19.434	.56	401485	W of Bailey Rd	4	Mainline	loops	No	DT210	L4-E-28-004-01970
SR4-E	4	Contra Costa		20.06	19.794	.28	400324	Bailey Rd. rm-e-diag	4	Mainline	loops	No	DT159	L4-E-28-004-02006
SR4-E	4	Contra Costa		20.06	19.794		404355	Bailey Rd off	1	Off Ramp	loops	No	DT159	z1-E-28-004-02006
SR4-E	4	Contra Costa		20.06	19.794		404354	Bailey Rd on	2	On Ramp	loops	No	DT159	a2-E-28-004-02006
SR4-E	4	Contra Costa		20.26	19.994	.483	404873	oppo Bailey Rd rm-w-diag	4	Mainline	loops	No	DT160	L4-E-28-004-02026
SR4-E	4	Contra Costa		21.08	20.761	.593	414035	1 mi E of Bailey Rd	4	Mainline	loops	No	DT0F4	L4-E-28-004-02108
SR4-E	4	Contra Costa		21.5	21.181	.51	402503	4A5354 LOC 26	4	Mainline	magnetometers	No	DS212	N4-E-28-004-02150
SR4-E	4	Contra Costa		22.1	21.781	.415	402203	4A5354 LOC 27	4	Mainline	magnetometers	No	DS211	N4-E-28-004-02210
SR4-E	4	Contra Costa		22.33	22.011	.385	401826	W OF RAILROAD AVE	4	Mainline	loops	No	DT625	L4-E-28-004-02233
SR4-E	4	Contra Costa		22.87	22.551	.425	401828	oppo Railroad Ave rm-w-diag	4	Mainline	loops	No	DTA60	L4-E-28-004-02287
SR4-E	4	Contra Costa		22.87	22.551		421972	Railroad Ave off	2	Off Ramp	loops	No	DTA60	z2-E-28-004-02287
SR4-E	4	Contra Costa	Pittsburg	23.18	22.861		404353	Railroad Ave on	3	On Ramp	loops	No	DTA61	a3-E-28-004-02318
SR4-E	4	Contra Costa	Pittsburg	23.18	22.861	.36	401829	Railroad Ave rm-e-diag	4	Mainline	loops	No	DTA61	L4-E-28-004-02318
SR4-E	4	Contra Costa	Pittsburg	23.59	23.271	.265	402502	W of Loveridge Rd	5	Mainline	magnetometers	No	DS210	N5-E-28-004-02359
SR4-E	4	Contra Costa	Pittsburg	23.71	23.391	.415	414041	Harbor St/Railroad Ave	5	Mainline	loops	No	DT626	L5-E-28-004-02371
SR4-E	4	Contra Costa	Pittsburg	24.2	23.881		408149	Loveridge Rd off	2	Off Ramp	loops	No	DT6A2	z2-E-28-004-02420
SR4-E	4	Contra Costa	Pittsburg	24.42	24.101	.655	401954	Loveridge Rd rm-e-diag	4	Mainline	loops	No	DT692	L4-E-28-004-02442
SR4-E	4	Contra Costa	Pittsburg	24.42	24.101		406628	Loveridge Rd on	3	On Ramp	loops	No	DT692	a3-E-28-004-02442
SR4-E	4	Contra Costa	Pittsburg	25.02	24.701	.365	402069	E of Century Blvd	5	Mainline	loops	No	DT693	L5-E-28-004-02502
SR4-E	4	Contra Costa	Antioch	25.15	24.831	.535	408154	W of Sommerville Rd	5	Mainline	loops	No	DT6C5	L5-E-28-004-02515
SR4-E	4	Contra Costa	Antioch	26.09	25.771		408603	Somersville Rd off	1	Off Ramp	loops	No	DT6D8	z1-E-28-004-02609
SR4-E	4	Contra Costa	Antioch	26.09	25.771	.935	408602	Somersville Rd rm-e-diag	4	Mainline	loops	No	DT6D8	L4-E-28-004-02609
SR4-E	4	Contra Costa	Antioch	26.09	25.771		408601	Somersville Rd on	3	On Ramp	loops	No	DT6D8	a3-E-28-004-02609
SR4-E	4	Contra Costa	Antioch	27.02	26.701	.58	409958	L St rm-e-diag	4	Mainline	loops	No	DT6D2	L4-E-28-004-02702
SR4-E	4	Contra Costa	Antioch	27.04	26.721		409959	L St on	2	On Ramp	loops	No	DT6D2	a2-E-28-004-02704
SR4-E	4	Contra Costa	Antioch	27.25	26.931	.3	409960	G St OC	5	Mainline	loops	No	DT6D3	L5-E-28-004-02725
SR4-E	4	Contra Costa	Antioch	27.65	27.301	.345	416929	oppo A St rm-w-diag	4	Mainline	loops	No	DT1F3	L4-E-28-004-02765
SR4-E	4	Contra Costa	Antioch	27.72	27.371		416932	Lone Tree Wy off	2	Off Ramp	loops	No	DT1F4	z2-E-28-004-02772
SR4-E	4	Contra Costa	Antioch	27.97	27.621		416931	Lone Tree Wy on	2	On Ramp	loops	No	DT1F4	a2-E-28-004-02797
SR4-E	4	Contra Costa	Antioch	27.97	27.621	.335	416930	Lone Tree Wy  rm-e-diag	4	Mainline	loops	No	DT1F4	L4-E-28-004-02797
SR4-E	4	Contra Costa	Antioch	R28.32	27.971	.42	416449	oppo E of Gavallo Rd UC	5	Mainline	loops	No	DT694	L5-E-28-004-R2832
SR4-E	4	Contra Costa	Antioch	28.79	28.441		414708	Hillcrest Ave off	2	Off Ramp	loops	No	DT1D7	z2-E-28-004-02879
SR4-E	4	Contra Costa	Antioch	28.81	28.461	.36	414707	oppo Hillcrest Ave rm-w-diag	4	Mainline	loops	No	DT1D7	L4-E-28-004-02881
SR4-E	4	Contra Costa	Antioch	29.04	28.691		414706	Hillcrest Ave on	2	On Ramp	loops	No	DT1D8	a2-E-28-004-02904
SR4-E	4	Contra Costa	Antioch	29.04	28.691	.695	414831	Hillcrest Ave rm-e-diag	4	Mainline	loops	No	DT1D8	L4-E-28-004-02904
SR4-E	4	Contra Costa	Antioch	R30.25	29.852	.71	421970	oppo SB 160 rm-w-diag	3	Mainline	loops	No	DTB72	L3-E-28-004-R3025
SR4-E	4	Contra Costa	Antioch	30.51	30.112	.16	405742	NB 160 conn-e-fly	3	Mainline	loops	No	DT708	L3-E-28-004-03051
SR4-E	4	Contra Costa	Antioch	T30.57	30.172	.07	402482	4A5354 LOC 42	2	Mainline	magnetometers	No	DS109	N2-E-28-004-03057
SR4-E	4	Contra Costa	Antioch	T30.65	30.252	.15	402086	E of Hwy 160 overpass	3	Mainline	loops	No	DT710	L3-E-28-004-03065
SR4-E	4	Contra Costa	Antioch	30.85	30.452		420007	SB 160 on	1	On Ramp	loops	No	DT7A1	a1-E-28-004-03085
SR4-E	4	Contra Costa	Antioch	30.87	30.472	.47	423158	SB 160 rm-e-fly	3	Mainline	loops	No	DT7A1	L3-E-28-004-03087
SR4-E	4	Contra Costa	Antioch	31.56	31.162		416927	Laurel Rd off	2	Off Ramp	loops	No	DTB73	z2-E-28-004-03156
SR4-E	4	Contra Costa	Antioch	31.59	31.192	.37	402090	Laurel Rd rm-e-loop	2	Mainline	loops	No	DTB73	L2-E-28-004-03159
SR4-E	4	Contra Costa	Antioch	31.6	31.202		416928	Laurel Rd on	1	On Ramp	loops	No	DTB73	a1-E-28-004-03160
SR4-E	4	Contra Costa	Antioch	31.61	31.212		421971	Laurel Rd on	1	On Ramp	loops	No	DTB75	a1-E-28-004-03161
SR4-E	4	Contra Costa	Antioch	31.61	31.212	.57	402091	Laurel Rd rm-e-diag	2	Mainline	loops	No	DTB75	L2-E-28-004-03161
SR4-E	4	Contra Costa	Oakley	T32.73	32.332	.575	402094	oppo W of Lone Tree Way	2	Mainline	loops	No	DT712	L2-E-28-004-03273
SR4-E	4	Contra Costa	Oakley	R32.761	32.363	.19	402096	Lone Tree Way rm-w-diag	2	Mainline	loops	No	DTB76	L2-E-28-004-R3276
SR4-E	4	Contra Costa	Oakley	R32.761	32.363		408157	Lone Tree Way off	1	Off Ramp	loops	No	DTB76	z1-E-28-004-R3276
SR4-E	4	Contra Costa	Oakley	R33.11	32.712		408153	Lone Tree Way on	2	On Ramp	loops	No	DTB65	a2-E-28-004-R3311
SR4-E	4	Contra Costa	Oakley	R33.11	32.712	.439	408152	Lone Tree Way rm-e-diag	2	Mainline	loops	No	DTB65	L2-E-28-004-R3311
SR4-E	4	Contra Costa	Oakley	R33.64	33.242	.741	408151	oppo E of Jeffery Way	2	Mainline	loops	No	DT7A0	L2-E-28-004-R3364
SR4-E	4	Contra Costa	Oakley	R34.55	34.193	.525	408608	oppo S of San Jose Ave	2	Mainline	loops	No	DT7A4	L2-E-28-004-R3455
SR4-E	4	Contra Costa	Oakley	R34.65	34.293		408605	Sand Creek Rd on	1	On Ramp	loops	No	DT7A2	a1-E-28-004-R3465
SR4-E	4	Contra Costa	Oakley	R34.65	34.293	.18	408606	Sand Creek Rd rm-e-loop	2	Mainline	loops	No	DT7A2	L2-E-28-004-R3465
SR4-E	4	Contra Costa	Oakley	R34.65	34.293		408607	Sand Creek Rd off	2	Off Ramp	loops	No	DT7A2	z2-E-28-004-R3465
SR4-E	4	Contra Costa	Oakley	34.91	34.553	.343	424094	E of San Jose Ave UC	2	Mainline	loops	No	DT1F8	L2-E-28-004-03491
SR4-E	4	Contra Costa	Oakley	35.34	34.978	.287	431058	oppo Balfour Rd rm-w-diag	2	Mainline		No	DT1F9	L2-E-28-004-03534
SR4-E	4	Contra Costa	Oakley	35.49	35.128	.16	424096	Balfour Rd rm-e-loop	1	Mainline	loops	No	DT2B2	L1-E-28-004-03549
SR4-E	4	Contra Costa	Oakley	35.52	35.158		424097	Balfour Rd on	2	On Ramp	loops	No	DT2B2	a2-E-28-004-03552
SR4-E	4	Contra Costa	Oakley	35.66	35.298	.14	424092	oppo Balfour Rd rm-w-loop	2	Mainline	loops	No	DT2B3	L2-E-28-004-03566
SR4-E	4	Contra Costa	Oakley	35.77	35.408	.25	424091	oppo E of Balfour Rd	2	Mainline	loops	No	DT2B4	L2-E-28-004-03577
SR4-E	4	Contra Costa	Oakley	36.16	35.798	2.695	424098	E of Ventura Dr	1	Mainline	loops	No	DT2B5	L1-E-28-004-03616
SR4-E	10	San Joaquin		4.52	50.541		1010610	Middle River Bridge	1	Conventional Highway	loops	No		
SR4-E	10	San Joaquin		6.031	52.052		1073610	E/O Tracy Blvd	1	Conventional Highway		No		
SR4-E	10	San Joaquin		6.031	52.052		1073810	W/O Tracy Blvd	1	Conventional Highway		No		
SR4-E	10	San Joaquin		10.483	56.462	.583	10103010	W/O Inland Dr	2	Mainline		No		
SR4-E	10	San Joaquin		10.483	56.462	2.5	10103210	E/O Inland Dr	1	Mainline		No		
SR4-E	10	San Joaquin		11.649	57.628	1.502	10103410	E/O Maybeck Rd	1	Mainline		No		
SR4-E	10	San Joaquin		T13.551	59.465	1.496	10103610	E/O John Turk Rd	1	Mainline		No		
SR4-E	10	San Joaquin		14.214	60.249		1009810	Roberts Island Rd	1	Conventional Highway	loops	No		
SR4-E	10	San Joaquin		14.585	60.62	2.284	10126810	Navy Drive	3	Mainline		No		
SR4-E	10	San Joaquin		R15.72	63.248		1005510	W/O I-5	4	Conventional Highway	loops	No		
SR4-E	10	San Joaquin		R16.003	63.531		1083510	Off Ramp to SB I-5	1	Off Ramp		No		
SR4-E	10	San Joaquin		R16.031	63.559		1083410	Off Ramp to NB I-5	1	Off Ramp		No		
SR4-E	10	San Joaquin		R16.506	64.034		10130810	Off to Center St	2	On Ramp		No		
